,schedule_season,team_home,team_away,team_favorite_id,spread_favorite,score_home,score_away,Favourite_Win,Favourtie_Cover,H_or_W_Win
11610,2016,DEN,CAR,CAR,3.0,21.0,20.0,favel,not_covered,homew
11611,2016,ARI,NE,ARI,8.5,21.0,23.0,favel,not_covered,awayw
11612,2016,ATL,TB,ATL,2.5,24.0,31.0,favel,not_covered,awayw
11613,2016,BAL,BUF,BAL,3.0,13.0,7.0,favew,covered,homew
11614,2016,DAL,NYG,NYG,1.0,19.0,20.0,favew,PUSH,awayw
11615,2016,HOU,CHI,HOU,5.5,23.0,14.0,favew,covered,homew
11616,2016,IND,DET,IND,2.5,35.0,39.0,favel,not_covered,awayw
11617,2016,JAX,GB,GB,3.5,23.0,27.0,favew,covered,awayw
11618,2016,KC,LAC,KC,6.5,33.0,27.0,favew,not_covered,homew
11619,2016,NO,OAK,NO,3.0,34.0,35.0,favel,not_covered,awayw
11620,2016,NYJ,CIN,CIN,1.0,22.0,23.0,favew,PUSH,awayw
11621,2016,PHI,CLE,PHI,3.5,29.0,10.0,favew,covered,homew
11622,2016,SEA,MIA,SEA,10.5,12.0,10.0,favew,not_covered,homew
11623,2016,TEN,MIN,MIN,2.5,16.0,25.0,favew,covered,awayw
11624,2016,SF,LAR,LAR,2.5,28.0,0.0,favel,not_covered,homew
11625,2016,WAS,PIT,PIT,2.5,16.0,38.0,favew,covered,awayw
11626,2016,BUF,NYJ,PICK,0.0,31.0,37.0,WASH,PUSH,awayw
11627,2016,ARI,TB,ARI,7.0,40.0,7.0,favew,covered,homew
11628,2016,CAR,SF,CAR,12.5,46.0,27.0,favew,covered,homew
11629,2016,CLE,BAL,BAL,4.5,20.0,25.0,favew,covered,awayw
11630,2016,DEN,IND,DEN,6.0,34.0,20.0,favew,covered,homew
11631,2016,DET,TEN,DET,6.0,15.0,16.0,favel,not_covered,awayw
11632,2016,HOU,KC,HOU,1.0,19.0,12.0,favew,covered,homew
11633,2016,LAR,SEA,SEA,5.5,9.0,3.0,favel,not_covered,homew
11634,2016,MIN,GB,GB,2.0,17.0,14.0,favel,not_covered,homew
11635,2016,NE,MIA,NE,5.5,31.0,24.0,favew,covered,homew
11636,2016,NYG,NO,NYG,4.0,16.0,13.0,favew,not_covered,homew
11637,2016,OAK,ATL,OAK,4.0,28.0,35.0,favel,not_covered,awayw
11638,2016,PIT,CIN,PIT,3.0,24.0,16.0,favew,covered,homew
11639,2016,LAC,JAX,LAC,3.0,38.0,14.0,favew,covered,homew
11640,2016,WAS,DAL,WAS,3.0,23.0,27.0,favel,not_covered,awayw
11641,2016,CHI,PHI,CHI,3.0,14.0,29.0,favel,not_covered,awayw
11642,2016,NE,HOU,NE,1.0,27.0,0.0,favew,covered,homew
11643,2016,BUF,ARI,ARI,5.0,33.0,18.0,favel,not_covered,homew
11644,2016,CAR,MIN,CAR,6.5,10.0,22.0,favel,not_covered,awayw
11645,2016,CIN,DEN,CIN,3.5,17.0,29.0,favel,not_covered,awayw
11646,2016,DAL,CHI,DAL,6.5,31.0,17.0,favew,covered,homew
11647,2016,GB,DET,GB,6.5,34.0,27.0,favew,covered,homew
11648,2016,IND,LAC,IND,1.5,26.0,22.0,favew,covered,homew
11649,2016,JAX,BAL,BAL,2.0,17.0,19.0,favew,PUSH,awayw
11650,2016,KC,NYJ,KC,3.0,24.0,3.0,favew,covered,homew
11651,2016,MIA,CLE,MIA,10.0,30.0,24.0,favew,not_covered,homew
11652,2016,NYG,WAS,NYG,3.5,27.0,29.0,favel,not_covered,awayw
11653,2016,PHI,PIT,PIT,4.0,34.0,3.0,favel,not_covered,homew
11654,2016,SEA,SF,SEA,10.5,37.0,18.0,favew,covered,homew
11655,2016,TB,LAR,TB,3.5,32.0,37.0,favel,not_covered,awayw
11656,2016,TEN,OAK,OAK,1.5,10.0,17.0,favew,covered,awayw
11657,2016,NO,ATL,NO,3.0,32.0,45.0,favel,not_covered,awayw
11658,2016,CIN,MIA,CIN,7.5,22.0,7.0,favew,covered,homew
11659,2016,ARI,LAR,ARI,10.0,13.0,17.0,favel,not_covered,awayw
11660,2016,ATL,CAR,CAR,3.0,48.0,33.0,favel,not_covered,homew
11661,2016,BAL,OAK,BAL,3.5,27.0,28.0,favel,not_covered,awayw
11662,2016,CHI,DET,DET,3.0,17.0,14.0,favel,not_covered,homew
11663,2016,HOU,TEN,HOU,3.5,27.0,20.0,favew,covered,homew
11664,2016,JAX,IND,IND,1.0,30.0,27.0,favel,not_covered,homew
11665,2016,NE,BUF,NE,3.5,0.0,16.0,favel,not_covered,awayw
11666,2016,NYJ,SEA,SEA,1.0,17.0,27.0,favew,covered,awayw
11667,2016,PIT,KC,PIT,3.5,43.0,14.0,favew,covered,homew
11668,2016,LAC,NO,LAC,3.5,34.0,35.0,favel,not_covered,awayw
11669,2016,SF,DAL,DAL,1.0,17.0,24.0,favew,covered,awayw
11670,2016,TB,DEN,DEN,3.0,7.0,27.0,favew,covered,awayw
11671,2016,WAS,CLE,WAS,7.5,31.0,20.0,favew,covered,homew
11672,2016,MIN,NYG,MIN,3.5,24.0,10.0,favew,covered,homew
11673,2016,SF,ARI,ARI,3.5,21.0,33.0,favew,covered,awayw
11674,2016,BAL,WAS,BAL,4.0,10.0,16.0,favel,not_covered,awayw
11675,2016,CLE,NE,NE,10.0,13.0,33.0,favew,covered,awayw
11676,2016,DAL,CIN,CIN,2.5,28.0,14.0,favel,not_covered,homew
11677,2016,DEN,ATL,DEN,3.5,16.0,23.0,favel,not_covered,awayw
11678,2016,DET,PHI,PHI,3.5,24.0,23.0,favel,not_covered,homew
11679,2016,GB,NYG,GB,7.0,23.0,16.0,favew,PUSH,homew
11680,2016,IND,CHI,IND,4.0,29.0,23.0,favew,covered,homew
11681,2016,LAR,BUF,BUF,2.5,19.0,30.0,favew,covered,awayw
11682,2016,MIA,TEN,MIA,2.5,17.0,30.0,favel,not_covered,awayw
11683,2016,MIN,HOU,MIN,6.0,31.0,13.0,favew,covered,homew
11684,2016,OAK,LAC,OAK,3.5,34.0,31.0,favew,not_covered,homew
11685,2016,PIT,NYJ,PIT,10.0,31.0,13.0,favew,covered,homew
11686,2016,CAR,TB,CAR,6.0,14.0,17.0,favel,not_covered,awayw
11687,2016,LAC,DEN,DEN,3.0,21.0,13.0,favel,not_covered,homew
11688,2016,BUF,SF,BUF,7.5,45.0,16.0,favew,covered,homew
11689,2016,CHI,JAX,CHI,2.5,16.0,17.0,favel,not_covered,awayw
11690,2016,DET,LAR,DET,2.5,31.0,28.0,favew,covered,homew
11691,2016,GB,DAL,GB,5.0,16.0,30.0,favel,not_covered,awayw
11692,2016,HOU,IND,HOU,3.0,26.0,23.0,favew,PUSH,homew
11693,2016,MIA,PIT,PIT,7.5,30.0,15.0,favel,not_covered,homew
11694,2016,NE,CIN,NE,7.5,35.0,17.0,favew,covered,homew
11695,2016,NO,CAR,CAR,2.5,41.0,38.0,favel,not_covered,homew
11696,2016,NYG,BAL,NYG,3.5,27.0,23.0,favew,covered,homew
11697,2016,OAK,KC,KC,1.0,10.0,26.0,favew,covered,awayw
11698,2016,SEA,ATL,SEA,7.0,26.0,24.0,favew,not_covered,homew
11699,2016,TEN,CLE,TEN,7.5,28.0,26.0,favew,not_covered,homew
11700,2016,WAS,PHI,PHI,3.0,27.0,20.0,favel,not_covered,homew
11701,2016,ARI,NYJ,ARI,7.0,28.0,3.0,favew,covered,homew
11702,2016,GB,CHI,GB,7.5,26.0,10.0,favew,covered,homew
11703,2016,ARI,SEA,ARI,2.5,6.0,6.0,favel,not_covered,tie
11704,2016,ATL,LAC,ATL,4.5,30.0,33.0,favel,not_covered,awayw
11705,2016,CIN,CLE,CIN,11.0,31.0,17.0,favew,covered,homew
11706,2016,DET,WAS,WAS,1.0,20.0,17.0,favel,not_covered,homew
11707,2016,JAX,OAK,JAX,2.0,16.0,33.0,favel,not_covered,awayw
11708,2016,KC,NO,KC,7.0,27.0,21.0,favew,not_covered,homew
11709,2016,LAR,NYG,NYG,2.5,10.0,17.0,favew,covered,awayw
11710,2016,MIA,BUF,BUF,2.5,28.0,25.0,favel,not_covered,homew
11711,2016,NYJ,BAL,NYJ,2.5,24.0,16.0,favew,covered,homew
11712,2016,PHI,MIN,MIN,3.0,21.0,10.0,favel,not_covered,homew
11713,2016,PIT,NE,NE,7.5,16.0,27.0,favew,covered,awayw
11714,2016,SF,TB,SF,1.0,17.0,34.0,favel,not_covered,awayw
11715,2016,TEN,IND,TEN,4.0,26.0,34.0,favel,not_covered,awayw
11716,2016,DEN,HOU,DEN,8.5,27.0,9.0,favew,covered,homew
11717,2016,TEN,JAX,TEN,3.0,36.0,22.0,favew,covered,homew
11718,2016,ATL,GB,ATL,3.0,33.0,32.0,favew,not_covered,homew
11719,2016,BUF,NE,NE,5.5,25.0,41.0,favew,covered,awayw
11720,2016,CAR,ARI,CAR,2.5,30.0,20.0,favew,covered,homew
11721,2016,CIN,WAS,CIN,3.0,27.0,27.0,favel,not_covered,tie
11722,2016,CLE,NYJ,NYJ,2.5,28.0,31.0,favew,covered,awayw
11723,2016,DAL,PHI,DAL,5.0,29.0,23.0,favew,covered,homew
11724,2016,DEN,LAC,DEN,3.5,27.0,19.0,favew,covered,homew
11725,2016,HOU,DET,HOU,1.0,20.0,13.0,favew,covered,homew
11726,2016,IND,KC,KC,3.0,14.0,30.0,favew,covered,awayw
11727,2016,NO,SEA,SEA,1.0,25.0,20.0,favel,not_covered,homew
11728,2016,TB,OAK,TB,1.0,24.0,30.0,favel,not_covered,awayw
11729,2016,CHI,MIN,MIN,4.5,20.0,10.0,favel,not_covered,homew
11730,2016,TB,ATL,ATL,4.5,28.0,43.0,favew,covered,awayw
11731,2016,BAL,PIT,PIT,3.5,21.0,14.0,favel,not_covered,homew
11732,2016,CLE,DAL,DAL,7.0,10.0,35.0,favew,covered,awayw
11733,2016,GB,IND,GB,7.5,26.0,31.0,favel,not_covered,awayw
11734,2016,KC,JAX,KC,7.0,19.0,14.0,favew,not_covered,homew
11735,2016,LAR,CAR,CAR,3.0,10.0,13.0,favew,PUSH,awayw
11736,2016,MIA,NYJ,MIA,3.5,27.0,23.0,favew,covered,homew
11737,2016,MIN,DET,MIN,4.5,16.0,22.0,favel,not_covered,awayw
11738,2016,NYG,PHI,NYG,3.0,28.0,23.0,favew,covered,homew
11739,2016,OAK,DEN,OAK,1.0,30.0,20.0,favew,covered,homew
11740,2016,LAC,TEN,LAC,3.5,43.0,35.0,favew,covered,homew
11741,2016,SF,NO,NO,5.0,23.0,41.0,favew,covered,awayw
11742,2016,SEA,BUF,SEA,5.5,31.0,25.0,favew,covered,homew
11743,2016,BAL,CLE,BAL,7.5,28.0,7.0,favew,covered,homew
11744,2016,ARI,SF,ARI,14.0,23.0,20.0,favew,not_covered,homew
11745,2016,CAR,KC,CAR,3.0,17.0,20.0,favel,not_covered,awayw
11746,2016,JAX,HOU,JAX,3.0,21.0,24.0,favel,not_covered,awayw
11747,2016,NE,SEA,NE,7.5,24.0,31.0,favel,not_covered,awayw
11748,2016,NO,DEN,NO,3.0,23.0,25.0,favel,not_covered,awayw
11749,2016,NYJ,LAR,LAR,1.0,6.0,9.0,favew,covered,awayw
11750,2016,PHI,ATL,PHI,1.5,24.0,15.0,favew,covered,homew
11751,2016,PIT,DAL,PIT,3.0,30.0,35.0,favel,not_covered,awayw
11752,2016,LAC,MIA,LAC,4.5,24.0,31.0,favel,not_covered,awayw
11753,2016,TB,CHI,CHI,2.5,36.0,10.0,favel,not_covered,homew
11754,2016,TEN,GB,GB,3.0,47.0,25.0,favel,not_covered,homew
11755,2016,WAS,MIN,WAS,2.5,26.0,20.0,favew,covered,homew
11756,2016,NYG,CIN,PICK,0.0,21.0,20.0,WASH,PUSH,homew
11757,2016,CAR,NO,CAR,3.5,23.0,20.0,favew,not_covered,homew
11758,2016,CIN,BUF,CIN,2.5,12.0,16.0,favel,not_covered,awayw
11759,2016,CLE,PIT,PIT,8.5,9.0,24.0,favew,covered,awayw
11760,2016,DAL,BAL,DAL,7.0,27.0,17.0,favew,covered,homew
11761,2016,DET,JAX,DET,5.5,26.0,19.0,favew,covered,homew
11762,2016,IND,TEN,IND,3.0,24.0,17.0,favew,covered,homew
11763,2016,KC,TB,KC,7.0,17.0,19.0,favel,not_covered,awayw
11764,2016,LAR,MIA,MIA,1.0,10.0,14.0,favew,covered,awayw
11765,2016,MIN,ARI,MIN,2.0,30.0,24.0,favew,covered,homew
11766,2016,NYG,CHI,NYG,7.0,22.0,16.0,favew,not_covered,homew
11767,2016,SF,NE,NE,11.5,17.0,30.0,favew,covered,awayw
11768,2016,SEA,PHI,SEA,6.5,26.0,15.0,favew,covered,homew
11769,2016,WAS,GB,WAS,3.0,42.0,24.0,favew,covered,homew
11770,2016,OAK,HOU,OAK,6.5,27.0,20.0,favew,covered,homew
11771,2016,DAL,WAS,DAL,6.0,31.0,26.0,favew,not_covered,homew
11772,2016,DET,MIN,DET,1.5,16.0,13.0,favew,covered,homew
11773,2016,IND,PIT,PIT,8.5,7.0,28.0,favew,covered,awayw
11774,2016,ATL,ARI,ATL,4.0,38.0,19.0,favew,covered,homew
11775,2016,BAL,CIN,BAL,3.5,19.0,14.0,favew,covered,homew
11776,2016,BUF,JAX,BUF,8.5,28.0,21.0,favew,not_covered,homew
11777,2016,CHI,TEN,TEN,6.5,21.0,27.0,favew,not_covered,awayw
11778,2016,CLE,NYG,NYG,6.5,13.0,27.0,favew,covered,awayw
11779,2016,DEN,KC,DEN,3.5,27.0,30.0,favel,not_covered,awayw
11780,2016,HOU,LAC,LAC,2.5,13.0,21.0,favew,covered,awayw
11781,2016,MIA,SF,MIA,7.0,31.0,24.0,favew,PUSH,homew
11782,2016,NO,LAR,NO,8.0,49.0,21.0,favew,covered,homew
11783,2016,NYJ,NE,NE,9.5,17.0,22.0,favew,not_covered,awayw
11784,2016,OAK,CAR,OAK,3.5,35.0,32.0,favew,not_covered,homew
11785,2016,TB,SEA,SEA,5.5,14.0,5.0,favel,not_covered,homew
11786,2016,PHI,GB,PHI,4.0,13.0,27.0,favel,not_covered,awayw
11787,2016,MIN,DAL,DAL,3.0,15.0,17.0,favew,not_covered,awayw
11788,2016,ARI,WAS,ARI,2.5,31.0,23.0,favew,covered,homew
11789,2016,ATL,KC,ATL,5.0,28.0,29.0,favel,not_covered,awayw
11790,2016,BAL,MIA,BAL,3.5,38.0,6.0,favew,covered,homew
11791,2016,CHI,SF,SF,1.0,26.0,6.0,favel,not_covered,homew
11792,2016,CIN,PHI,CIN,1.5,32.0,14.0,favew,covered,homew
11793,2016,GB,HOU,GB,7.0,21.0,13.0,favew,covered,homew
11794,2016,JAX,DEN,DEN,3.5,10.0,20.0,favew,covered,awayw
11795,2016,NE,LAR,NE,13.5,26.0,10.0,favew,covered,homew
11796,2016,NO,DET,NO,6.5,13.0,28.0,favel,not_covered,awayw
11797,2016,OAK,BUF,OAK,3.0,38.0,24.0,favew,covered,homew
11798,2016,PIT,NYG,PIT,6.5,24.0,14.0,favew,covered,homew
11799,2016,LAC,TB,LAC,3.5,21.0,28.0,favel,not_covered,awayw
11800,2016,SEA,CAR,SEA,8.5,40.0,7.0,favew,covered,homew
11801,2016,NYJ,IND,NYJ,1.0,10.0,41.0,favel,not_covered,awayw
11802,2016,KC,OAK,KC,3.5,21.0,13.0,favew,covered,homew
11803,2016,BUF,PIT,PIT,2.0,20.0,27.0,favew,covered,awayw
11804,2016,CAR,LAC,CAR,1.0,28.0,16.0,favew,covered,homew
11805,2016,CLE,CIN,CIN,5.0,10.0,23.0,favew,covered,awayw
11806,2016,DET,CHI,DET,7.5,20.0,17.0,favew,not_covered,homew
11807,2016,GB,SEA,SEA,3.0,38.0,10.0,favel,not_covered,homew
11808,2016,IND,HOU,IND,6.5,17.0,22.0,favel,not_covered,awayw
11809,2016,JAX,MIN,MIN,3.5,16.0,25.0,favew,covered,awayw
11810,2016,LAR,ATL,ATL,5.0,14.0,42.0,favew,covered,awayw
11811,2016,MIA,ARI,ARI,2.0,26.0,23.0,favel,not_covered,homew
11812,2016,NYG,DAL,DAL,3.5,10.0,7.0,favel,not_covered,homew
11813,2016,PHI,WAS,WAS,2.5,22.0,27.0,favew,covered,awayw
11814,2016,SF,NYJ,SF,3.0,17.0,23.0,favel,not_covered,awayw
11815,2016,TB,NO,TB,2.0,16.0,11.0,favew,covered,homew
11816,2016,TEN,DEN,TEN,2.0,13.0,10.0,favew,covered,homew
11817,2016,NE,BAL,NE,6.0,30.0,23.0,favew,covered,homew
11818,2016,SEA,LAR,SEA,15.0,24.0,3.0,favew,covered,homew
11819,2016,NYJ,MIA,MIA,2.5,13.0,34.0,favew,covered,awayw
11820,2016,ARI,NO,ARI,3.0,41.0,48.0,favel,not_covered,awayw
11821,2016,ATL,SF,ATL,13.5,41.0,13.0,favew,covered,homew
11822,2016,BAL,PHI,BAL,5.0,27.0,26.0,favew,not_covered,homew
11823,2016,BUF,CLE,BUF,10.5,33.0,13.0,favew,covered,homew
11824,2016,CHI,GB,GB,4.5,27.0,30.0,favew,not_covered,awayw
11825,2016,CIN,PIT,PIT,3.0,20.0,24.0,favew,covered,awayw
11826,2016,DAL,TB,DAL,7.0,26.0,20.0,favew,not_covered,homew
11827,2016,DEN,NE,NE,3.0,3.0,16.0,favew,covered,awayw
11828,2016,HOU,JAX,HOU,3.5,21.0,20.0,favew,not_covered,homew
11829,2016,KC,TEN,KC,6.0,17.0,19.0,favel,not_covered,awayw
11830,2016,MIN,IND,MIN,5.0,6.0,34.0,favel,not_covered,awayw
11831,2016,NYG,DET,NYG,4.0,17.0,6.0,favew,covered,homew
11832,2016,LAC,OAK,OAK,2.5,16.0,19.0,favew,covered,awayw
11833,2016,WAS,CAR,WAS,7.0,15.0,26.0,favel,not_covered,awayw
11834,2016,PHI,NYG,PHI,1.5,24.0,19.0,favew,covered,homew
11835,2016,BUF,MIA,BUF,4.5,31.0,34.0,favel,not_covered,awayw
11836,2016,CAR,ATL,ATL,3.0,16.0,33.0,favew,covered,awayw
11837,2016,CHI,WAS,WAS,3.0,21.0,41.0,favew,covered,awayw
11838,2016,CLE,LAC,LAC,4.5,20.0,17.0,favel,not_covered,homew
11839,2016,GB,MIN,GB,6.0,38.0,25.0,favew,covered,homew
11840,2016,HOU,CIN,HOU,3.0,12.0,10.0,favew,not_covered,homew
11841,2016,JAX,TEN,TEN,4.0,38.0,17.0,favel,not_covered,homew
11842,2016,LAR,SF,LAR,6.0,21.0,22.0,favel,not_covered,awayw
11843,2016,NE,NYJ,NE,17.0,41.0,3.0,favew,covered,homew
11844,2016,NO,TB,NO,3.0,31.0,24.0,favew,covered,homew
11845,2016,OAK,IND,OAK,3.5,33.0,25.0,favew,covered,homew
11846,2016,SEA,ARI,SEA,9.0,31.0,34.0,favel,not_covered,awayw
11847,2016,KC,DEN,KC,3.5,33.0,10.0,favew,covered,homew
11848,2016,PIT,BAL,PIT,5.5,31.0,27.0,favew,not_covered,homew
11849,2016,DAL,DET,DAL,6.5,42.0,21.0,favew,covered,homew
11850,2016,ATL,NO,ATL,7.5,38.0,32.0,favew,not_covered,homew
11851,2016,CIN,BAL,BAL,2.5,27.0,10.0,favel,not_covered,homew
11852,2016,DEN,OAK,DEN,1.0,24.0,6.0,favew,covered,homew
11853,2016,DET,GB,GB,3.5,24.0,31.0,favew,covered,awayw
11854,2016,IND,JAX,IND,5.5,24.0,20.0,favew,not_covered,homew
11855,2016,LAR,ARI,ARI,7.0,6.0,44.0,favew,covered,awayw
11856,2016,MIA,NE,NE,7.5,14.0,35.0,favew,covered,awayw
11857,2016,MIN,CHI,MIN,6.0,38.0,10.0,favew,covered,homew
11858,2016,NYJ,BUF,BUF,3.5,30.0,10.0,favel,not_covered,homew
11859,2016,PHI,DAL,PHI,6.5,27.0,13.0,favew,covered,homew
11860,2016,PIT,CLE,PIT,3.0,27.0,24.0,favew,PUSH,homew
11861,2016,LAC,KC,KC,5.5,27.0,37.0,favew,covered,awayw
11862,2016,SF,SEA,SEA,11.5,23.0,25.0,favew,not_covered,awayw
11863,2016,TB,CAR,TB,3.0,17.0,16.0,favew,not_covered,homew
11864,2016,TEN,HOU,TEN,3.0,24.0,17.0,favew,covered,homew
11865,2016,WAS,NYG,WAS,9.0,10.0,19.0,favel,not_covered,awayw
11866,2016,HOU,OAK,HOU,4.0,27.0,14.0,favew,covered,homew
11867,2016,SEA,DET,SEA,8.0,26.0,6.0,favew,covered,homew
11868,2016,GB,NYG,GB,5.0,38.0,13.0,favew,covered,homew
11869,2016,PIT,MIA,PIT,11.0,30.0,12.0,favew,covered,homew
11870,2016,ATL,SEA,ATL,6.5,36.0,20.0,favew,covered,homew
11871,2016,NE,HOU,NE,16.0,34.0,16.0,favew,covered,homew
11872,2016,DAL,GB,DAL,5.5,31.0,34.0,favel,not_covered,awayw
11873,2016,KC,PIT,KC,2.5,16.0,18.0,favel,not_covered,awayw
11874,2016,ATL,GB,ATL,6.5,44.0,21.0,favew,covered,homew
11875,2016,NE,PIT,NE,5.5,36.0,17.0,favew,covered,homew
